Panel,UniprotID
NEUROLOGY,O75077
NEUROLOGY,O15232
NEUROLOGY,Q2MKA7
NEUROLOGY,Q16775
NEUROLOGY,Q9BS40
NEUROLOGY,O00214
NEUROLOGY,Q96GW7
NEUROLOGY,Q6UX15
NEUROLOGY,P08473
NEUROLOGY,O14793
NEUROLOGY,P04216
NEUROLOGY,Q96NZ8
NEUROLOGY,Q9H3S3
NEUROLOGY,P22223
NEUROLOGY,P56159
NEUROLOGY,P15509
NEUROLOGY,P01138
NEUROLOGY,Q6ZMJ2
NEUROLOGY,P41217
NEUROLOGY,Q16620
NEUROLOGY,P12544
NEUROLOGY,P09919
NEUROLOGY,Q8NBI3
NEUROLOGY,Q96GP6
NEUROLOGY,O60609
NEUROLOGY,P15151
NEUROLOGY,Q9NP84
NEUROLOGY,P37023
NEUROLOGY,O43155
NEUROLOGY,P14384
NEUROLOGY,Q8IUN9
NEUROLOGY,P78333
NEUROLOGY,P12644
NEUROLOGY,Q96LA5
NEUROLOGY,Q8NFP4
NEUROLOGY,Q01344
NEUROLOGY,P16234
NEUROLOGY,P53634
NEUROLOGY,P55285
NEUROLOGY,Q08345
NEUROLOGY,P57087
NEUROLOGY,P25774
NEUROLOGY,Q9NR71
NEUROLOGY,Q02083
NEUROLOGY,Q9BZM5
NEUROLOGY,O43157
NEUROLOGY,O75509
NEUROLOGY,Q8TDQ1
NEUROLOGY,Q08629
NEUROLOGY,P29460
NEUROLOGY,P29459
NEUROLOGY,Q9UBT3
NEUROLOGY,Q9HAV5
NEUROLOGY,O43561
NEUROLOGY,Q16288
NEUROLOGY,Q6ISS4
NEUROLOGY,P55145
NEUROLOGY,Q92752
NEUROLOGY,Q8TD46
NEUROLOGY,Q92823
NEUROLOGY,Q16719
NEUROLOGY,P10636
ONCOLOGY II,P40222
ONCOLOGY II,P15692
ONCOLOGY II,P16870
ONCOLOGY II,Q9UKR3
ONCOLOGY II,P13688
ONCOLOGY II,Q13421
ONCOLOGY II,O75888
ONCOLOGY II,P01133
ONCOLOGY II,O95407
ONCOLOGY II,P18827
ONCOLOGY II,P37173
ONCOLOGY II,P05231
ONCOLOGY II,P09326
ONCOLOGY II,O14828
ONCOLOGY II,Q9HBG7
ONCOLOGY II,P15260
ONCOLOGY II,P06756
ONCOLOGY II,P50591
ONCOLOGY II,Q9UBX7
ONCOLOGY II,P35052
ONCOLOGY II,P48307
ONCOLOGY II,O60259
ONCOLOGY II,P35968
ONCOLOGY II,O95274
ONCOLOGY II,O00592
ONCOLOGY II,P26447
ONCOLOGY II,P08069
ONCOLOGY II,P04626
ONCOLOGY II,P21860
ONCOLOGY II,P21583
ONCOLOGY II,P09486
ONCOLOGY II,P20718
ONCOLOGY II,P01135
ONCOLOGY II,P09958
ONCOLOGY II,O00622
ONCOLOGY II,Q9P0G3
ONCOLOGY II,Q13158
ONCOLOGY II,P50579
ONCOLOGY II,Q96NY8
ONCOLOGY II,P48023
ONCOLOGY II,P29317
ONCOLOGY II,P18084
ONCOLOGY II,P09382
ONCOLOGY II,Q9BYH1
ONCOLOGY II,Q16790
ONCOLOGY II,Q16674
ONCOLOGY II,O60911
ONCOLOGY II,P26842
ONCOLOGY II,O43895
ONCOLOGY II,Q15303
ONCOLOGY II,P14210
ONCOLOGY II,P78325
ONCOLOGY II,P21589
ONCOLOGY II,P38936
ONCOLOGY II,O00548
ONCOLOGY II,P21741
ONCOLOGY II,P00519
ONCOLOGY II,Q14512
ONCOLOGY II,O15455
ONCOLOGY II,P07948
ONCOLOGY II,P07949
ONCOLOGY II,P08670
ONCOLOGY II,Q9NS68
ONCOLOGY II,Q9UBG3
ONCOLOGY II,P56279
ONCOLOGY II,O95971
ONCOLOGY II,P43489
ONCOLOGY II,Q29983
ONCOLOGY II,Q29980
ONCOLOGY II,O95388
ONCOLOGY II,Q6UXB2
ONCOLOGY II,P01298
ONCOLOGY II,P31949
ONCOLOGY II,P15514
ONCOLOGY II,Q9NQ30
ONCOLOGY II,Q9UJ71
ONCOLOGY II,O75144
ONCOLOGY II,Q14508
ONCOLOGY II,O43927
ONCOLOGY II,Q99717
ONCOLOGY II,Q8TE58
ONCOLOGY II,P32970
ONCOLOGY II,Q9BXY4
ONCOLOGY II,P41439
ONCOLOGY II,P06731
ONCOLOGY II,P35916
ONCOLOGY II,Q8WXI7
ONCOLOGY II,Q9Y5W5
ONCOLOGY II,P10144
ONCOLOGY II,Q6BAA4
ONCOLOGY II,P04083
ONCOLOGY II,P15328
ONCOLOGY II,Q14956
ORGAN DAMAGE,Q9HAW4
ORGAN DAMAGE,Q86SJ6
ORGAN DAMAGE,Q07954
ORGAN DAMAGE,Q8NC01
ORGAN DAMAGE,P49023
ORGAN DAMAGE,Q15797
ORGAN DAMAGE,P30838
ORGAN DAMAGE,P48730
ORGAN DAMAGE,Q02880
ORGAN DAMAGE,Q9BXJ7
ORGAN DAMAGE,Q03426
ORGAN DAMAGE,Q9Y653
ORGAN DAMAGE,Q9NQ88
ORGAN DAMAGE,Q8N8S7
ORGAN DAMAGE,P01588
ORGAN DAMAGE,Q9NRA1
ORGAN DAMAGE,O95994
ORGAN DAMAGE,Q9Y478
ORGAN DAMAGE,P42658
ORGAN DAMAGE,O95831
ORGAN DAMAGE,Q13145
ORGAN DAMAGE,P40121
ORGAN DAMAGE,P55957
ORGAN DAMAGE,P80303
ORGAN DAMAGE,P29474
ORGAN DAMAGE,P19429
ORGAN DAMAGE,O00748
ORGAN DAMAGE,O15357
ORGAN DAMAGE,Q9NXA8
ORGAN DAMAGE,Q11201
ORGAN DAMAGE,P07332
ORGAN DAMAGE,P49767
ORGAN DAMAGE,Q9ULX7
ORGAN DAMAGE,Q9UKL0
ORGAN DAMAGE,P09960
ORGAN DAMAGE,O43854
ORGAN DAMAGE,Q12778
ORGAN DAMAGE,O43570
ORGAN DAMAGE,O60240
ORGAN DAMAGE,O75569
ORGAN DAMAGE,O75688
ORGAN DAMAGE,P07947
ORGAN DAMAGE,Q9Y5L3
ORGAN DAMAGE,Q9P0J1
ORGAN DAMAGE,Q7L8A9
ORGAN DAMAGE,Q9GZY6
ORGAN DAMAGE,Q96D42
ORGAN DAMAGE,Q9UNK0
ORGAN DAMAGE,Q96RT1
ORGAN DAMAGE,P20936
ORGAN DAMAGE,Q7L5Y9
ORGAN DAMAGE,Q86SR1
ORGAN DAMAGE,P35070
ORGAN DAMAGE,Q15165
ORGAN DAMAGE,Q9Y5V3
ORGAN DAMAGE,P23582
ORGAN DAMAGE,Q8NDB2
ORGAN DAMAGE,Q8IUK5
ORGAN DAMAGE,O60934
ORGAN DAMAGE,P61244
ORGAN DAMAGE,O75354
ORGAN DAMAGE,Q9Y4K4
ORGAN DAMAGE,O14713
ORGAN DAMAGE,Q9Y5A7
ORGAN DAMAGE,P49788
ORGAN DAMAGE,P50749
ORGAN DAMAGE,P01258
ORGAN DAMAGE,P06850
ORGAN DAMAGE,P53582
ORGAN DAMAGE,Q15116
ORGAN DAMAGE,P21246
ORGAN DAMAGE,Q86WD7
ORGAN DAMAGE,O75787
ORGAN DAMAGE,P19878
ORGAN DAMAGE,P09769
ORGAN DAMAGE,P25786
ORGAN DAMAGE,O60760
ORGAN DAMAGE,O00186
ORGAN DAMAGE,P68106
ORGAN DAMAGE,Q02246
ORGAN DAMAGE,P42768
ORGAN DAMAGE,Q12913
ORGAN DAMAGE,Q7LG56
ORGAN DAMAGE,Q13308
ORGAN DAMAGE,P20472
ORGAN DAMAGE,Q9UHF1
ORGAN DAMAGE,Q0Z7S8
ORGAN DAMAGE,P98073
ORGAN DAMAGE,P01229
ORGAN DAMAGE,P53539
ORGAN DAMAGE,P27797
ORGAN DAMAGE,P49763
