Protein,C(Time): sum_sq,Residual: sum_sq,C(Time): df,Residual: df,C(Time): F,Residual: F,C(Time): PR(>F),Residual: PR(>F)
F7_OID01239,16.008095128066422,1628.6397677928376,2.0,84.0,0.4128230248791954,,0.6631146493158246,
IGLC2_OID01240,7.533558526702125,1167.316258953411,2.0,84.0,0.2710571841132194,,0.7632373185223005,
KIT_OID01241,9.09998349237108,820.0859797357567,2.0,84.0,0.4660478487910931,,0.629089905987709,
ITGAM_OID01242,3.589539102201207,155.50328685607806,2.0,84.0,0.9695013227082665,,0.3834749743968462,
MBL2_OID01243,1.077598019925103,476.0591165767561,2.0,84.0,0.09507037101254019,,0.9094066424526489,
FCGR2A_OID01244,35.013596935624406,871.8010346431325,2.0,84.0,1.686819598577554,,0.19131638661891337,
CDH1_OID01245,15.989052546229237,380.42513278784463,2.0,84.0,1.765236176748954,,0.17743552895488393,
CCL5_OID01246,75.5837369261347,993.5171892106437,2.0,84.0,3.195231029087512,,0.04598122578732074,
NCAM1_OID01247,90.2093476404354,1382.6156299487225,2.0,84.0,2.74030794881062,,0.07032560829393066,
CD59_OID01248,4.362061605634534,177.63040246350477,2.0,84.0,1.0313920640600436,,0.36098036223880464,
SELL_OID01249,17.56867791192616,981.6714996259433,2.0,84.0,0.7516612966578561,,0.474727483960362,
NID1_OID01250,0.027090568952855228,35.667651869625274,2.0,84.0,0.0319001626509896,,0.9686150083404207,
CD46_OID01251,7.7373207708639775,542.121945418141,2.0,84.0,0.599436114185782,,0.5514529690190848,
ST6GAL1_OID01252,2.2849255477659547,157.90873231001186,2.0,84.0,0.607736327195412,,0.5469590501335373,
IL7R_OID01253,0.40777104956470955,346.4650654350757,2.0,84.0,0.04943177766050161,,0.9517977529206361,
ENG_OID01254,1.483794724951431,271.66520934095155,2.0,84.0,0.22939771566312928,,0.7955086803269552,
IGFBP3_OID01255,1.2279880176502045,55.94951129721822,2.0,84.0,0.9218221132857848,,0.4017796013142406,
PAM_OID01256,1.030889753052343,558.8372743805118,2.0,84.0,0.07747759788606598,,0.9255138113072555,
VCAM1_OID01257,2.157053060074566,570.0540023960567,2.0,84.0,0.1589256950084322,,0.8533156369674451,
CR2_OID01258,0.6941051211126286,78.13444724792313,2.0,84.0,0.373105795376383,,0.6897277614902266,
TCN2_OID01259,37.05586664692207,2488.591367623864,2.0,84.0,0.6253925089584895,,0.5375238868225876,
TNXB_OID01260,1.354724721764389,999.9764596163806,2.0,84.0,0.05689977775670058,,0.9447251221272218,
CA4_OID01261,8.56137181154737,539.2182732226219,2.0,84.0,0.6668498341793662,,0.5160192036613442,
GNLY_OID01262,2.747865023599549,707.0855062932186,2.0,84.0,0.16321976615841138,,0.8496732337039542,
CES1_OID01263,20.87228581575091,772.812906068875,2.0,84.0,1.134344415546562,,0.3265094265339046,
IGFBP6_OID01264,34.335024979767375,815.8721308334545,2.0,84.0,1.7675209075680542,,0.17704692403837147,
TNC_OID01265,1.369500124988544,138.52098891211222,2.0,84.0,0.4152367500495761,,0.6615315896636964,
DPP4_OID01266,15.165366622959382,1016.5209644921845,2.0,84.0,0.62659346970034,,0.5368881982117601,
ICAM3_OID01267,32.08260928248574,1530.9951208693124,2.0,84.0,0.8801266388747837,,0.418519508065318,
THBS4_OID01268,3.0866855566066667,189.65100626294023,2.0,84.0,0.6835755629882633,,0.5075944940710566,
SAA4_OID01269,3.2010714185932496,1390.6879443883288,2.0,84.0,0.09667517441524232,,0.9079517124749875,
TIE1_OID01270,6.106442198630655,720.5614225040723,2.0,84.0,0.3559315893587657,,0.7015719110724581,
COL18A1_OID01271,4.402578159928133,1742.312498431787,2.0,84.0,0.1061280814339638,,0.8994298453892089,
PRCP_OID01272,17.1446584284953,1742.2035383132481,2.0,84.0,0.41331316241841604,,0.6627928754280744,
NOTCH1_OID01273,2.813637539397546,885.2646559954708,2.0,84.0,0.13348864190428217,,0.8752226596921154,
COMP_OID01274,5.198264222912022,615.3224208662457,2.0,84.0,0.35481739322117645,,0.7023474695377896,
PLTP_OID01275,14.306193387949449,1251.689683102653,2.0,84.0,0.48003920652639864,,0.6204460483363577,
CCL18_OID01276,3.8522239176514486,1990.3969073554722,2.0,84.0,0.08128700559343542,,0.9220014845306636,
DEFA1_OID01277,2.0025213511479816,240.9721654996747,2.0,84.0,0.34902743465750513,,0.7063918412421992,
LCN2_OID01278,0.047076663146428874,820.8686771001317,2.0,84.0,0.002408692044548347,,0.997594275426634,
TGFBR3_OID01279,1.6389534962249674,1044.0016256734007,2.0,84.0,0.06593480809672886,,0.9362402974115882,
REG3A_OID01280,9.335510116213658,1591.6108972872196,2.0,84.0,0.24634879388502795,,0.7822122673513203,
EFEMP1_OID01281,0.9651693639884562,183.8381744568986,2.0,84.0,0.22050432891466298,,0.8025769732889871,
FAP_OID01282,12.923025755349505,1252.91832579601,2.0,84.0,0.4332022850570454,,0.6498696780511455,
PLA2G7_OID01283,15.531486275815862,664.4416046223222,2.0,84.0,0.9817603519199484,,0.3789080780370919,
PTPRS_OID01284,39.16771522614094,1134.8010099622888,2.0,84.0,1.449632160225683,,0.24046608018056168,
MFAP5_OID01285,25.705375701309634,1702.4263415970395,2.0,84.0,0.6341688642118942,,0.5328961153732856,
GAS6_OID01286,47.82082473054874,1002.5826804125363,2.0,84.0,2.00330075306768,,0.14128286586514044,
SPARCL1_OID01287,0.8907796894632163,767.1743056050007,2.0,84.0,0.04876694472705398,,0.9524300104327948,
LTBP2_OID01288,3.222084393622442,199.2131807550191,2.0,84.0,0.6793101943317725,,0.5097294819714259,
PCOLCE_OID01289,4.621218752333304,748.8141617273702,2.0,84.0,0.2591980727905409,,0.7722850641857643,
