Protein,C(Time): sum_sq,Residual: sum_sq,C(Time): df,Residual: df,C(Time): F,Residual: F,C(Time): PR(>F),Residual: PR(>F)
FCN2_OID01290,1.969558740542749,1243.135482069338,2.0,84.0,0.06654259997880226,,0.9356723265343286,
TGFBI_OID01291,7.8413573995353705,403.9225674993511,2.0,84.0,0.8153468938845925,,0.44595658380528513,
CCL14_OID01292,6.913851286552539,1320.5020816923288,2.0,84.0,0.21990253408995708,,0.803057584741812,
QPCT_OID01293,10.302126631453643,571.647364066903,2.0,84.0,0.7569164938376467,,0.4722830266444814,
AOC3_OID01294,36.710745020055185,965.5319952617492,2.0,84.0,1.5968930065588682,,0.2086111544296229,
VASN_OID01295,0.2824178897627574,144.24872798844245,2.0,84.0,0.08222985072690683,,0.9211342769348985,
LILRB2_OID01296,2.3931837688099074,641.1730274393374,2.0,84.0,0.15676535660185098,,0.8551541631200237,
LILRB1_OID01297,1.0056883602846403,63.45219463383291,2.0,84.0,0.6656808543141071,,0.5166133418342467,
TIMD4_OID01298,14.85933867622103,650.8764834451372,2.0,84.0,0.9588489372022125,,0.3874890902712954,
CNDP1_OID01299,0.3385823157665368,83.47442718912785,2.0,84.0,0.17035705114783575,,0.8436542807940277,
OSMR_OID01300,1.2714936087864288,133.85304472859497,2.0,84.0,0.3989653853396553,,0.6722786414120281,
C1QTNF1_OID01301,1.8657104449072184,491.6465085336321,2.0,84.0,0.15938247770703493,,0.8529274169352489,
CFHR5_OID01302,9.04686132752331,774.7951885828907,2.0,84.0,0.4904111194223407,,0.6141168363044578,
MEGF9_OID01303,0.5825444745267737,75.10272147538439,2.0,84.0,0.3257787128012896,,0.7228729957523423,
CRTAC1_OID01304,22.851444604833926,980.0730420220186,2.0,84.0,0.9792746379626087,,0.3798295671836752,
FETUB_OID01305,10.038198758061773,228.68082966597325,2.0,84.0,1.8436366023965296,,0.164586526558314,
ANGPTL3_OID01306,73.13277655108216,1434.2009917708374,2.0,84.0,2.141663987662505,,0.12382968679180838,
LYVE1_OID01307,6.650621394954159,1762.6900266176303,2.0,84.0,0.15846580758391457,,0.8537066784700161,
BMP-6_OID00379,1.6674173280614117,186.9082526063036,2.0,84.0,0.37468397891499755,,0.6886496926560398,
ANG-1_OID00380,3.1937286536218594,1889.6368491419985,2.0,84.0,0.07098538722560563,,0.931531318874091,
ADM_OID00381,6.7615730532128255,68.91073330122487,2.0,84.0,4.121071633261678,,0.019619856682673138,
CD40-L_OID00382,4.23387405510692,353.83374537845975,2.0,84.0,0.5025600656723453,,0.6067872204872025,
SLAMF7_OID00383,13.959924360492872,373.30271076073745,2.0,84.0,1.5706203202914626,,0.2139601960633614,
PGF_OID00384,9.182954708598176,504.9705607293788,2.0,84.0,0.7637754113904022,,0.46911197064598176,
ADAM-TS13_OID00385,10.424182043506246,1545.070835465226,2.0,84.0,0.28336283086686737,,0.7539635745130147,
BOC_OID00386,7.2600189181153425,188.6549897092985,2.0,84.0,1.6162879923329976,,0.20475038317675626,
IL-4RA_OID00387,1.033694298071122,420.93694297030953,2.0,84.0,0.10313934484493412,,0.9021153251013108,
SRC_OID00388,6.13364426158566,275.98320534243555,2.0,84.0,0.9334374483655828,,0.39723948883981497,
IL-1ra_OID00389,3.460578493620607,807.3297927188282,2.0,84.0,0.18003088458137095,,0.8355658349382951,
IL6_OID00390,17.93758540903969,768.3141967891172,2.0,84.0,0.9805605445378103,,0.37935257741741424,
TNFRSF10A_OID00391,1.0494975027696463,41.05797581742507,2.0,84.0,1.073576917486955,,0.3464262578117189,
STK4_OID00392,11.008661825827753,1173.9008942375476,2.0,84.0,0.3938695327300797,,0.6756810225960692,
IDUA_OID00393,3.049440350056952,59.60865216395668,2.0,84.0,2.1486225581835163,,0.12301258840631883,
TNFRSF11A_OID00394,13.459035507736148,1493.5715902379902,2.0,84.0,0.37847498909298677,,0.6860670693622015,
PAR-1_OID00395,7.646701791338278,306.53276314837,2.0,84.0,1.0477231599571526,,0.35527314504660573,
TRAIL-R2_OID00396,1.0173308529489784,423.3292837734838,2.0,84.0,0.10093300289313333,,0.9041030629238876,
PRSS27_OID00397,1.877564134272048,545.9981633027286,2.0,84.0,0.1444284961737195,,0.8657312655039752,
TIE2_OID00398,2.9493770857907884,157.89543985711484,2.0,84.0,0.7845308117530875,,0.4596483435851668,
TF_OID00399,12.555899639708828,519.6477546074384,2.0,84.0,1.0148177879959268,,0.36686858049653104,
IL1RL2_OID00400,3.834268735807236,414.57605632083073,2.0,84.0,0.3884432891109354,,0.6793233835423815,
PDGF subunit B_OID00401,10.773112700087918,572.4595542700451,2.0,84.0,0.7903977320819586,,0.4570088616574869,
IL-27_OID00402,2.8059560703803026,74.61249496701602,2.0,84.0,1.5794962359598186,,0.21213755529433742,
IL-17D_OID00403,6.221709640359804,177.02711119423935,2.0,84.0,1.4761117838520947,,0.23439100133722598,
CXCL1_OID00404,17.695160686479557,1211.7866333673296,2.0,84.0,0.6133066072588504,,0.5439642172639954,
LOX-1_OID00405,12.625662315156882,423.28092925866747,2.0,84.0,1.2527798456814851,,0.29099207363755986,
Gal-9_OID00406,11.235579917141653,1945.5080969425876,2.0,84.0,0.2425558430013952,,0.7851675605093751,
GIF_OID00407,11.329619170849886,1581.6226997720105,2.0,84.0,0.30085810303828325,,0.740977028492497,
SCF_OID00408,6.099102684919854,301.8852056050855,2.0,84.0,0.8485421213444141,,0.43167420066706574,
IL18_OID00409,0.2677216083787829,107.96873491683161,2.0,84.0,0.10414410764903728,,0.9012115973623718,
FGF-21_OID00410,2.371949850666012,56.423106971987664,2.0,84.0,1.7656222614155528,,0.17736979938583075,
PIgR_OID00411,6.83049599213977,476.4695645364609,2.0,84.0,0.602096866247828,,0.5500082770401865,
RAGE_OID00412,3.5487856336740213,248.92326455001472,2.0,84.0,0.5987748749951065,,0.5518126002919728,
SOD2_OID00413,4.334251488176214,2186.989223452672,2.0,84.0,0.0832370642485429,,0.9202087872673013,
CTRC_OID00414,0.2466671256824596,44.1945998025963,2.0,84.0,0.23441821681694883,,0.7915466587884046,
FGF-23_OID00415,15.484421438917057,1303.3175571894103,2.0,84.0,0.49899251095564123,,0.6089302358183002,
SPON2_OID00416,0.21188387880995985,206.97256162815154,2.0,84.0,0.04299663124432187,,0.9579356851179283,
GH_OID00417,12.480622672406918,1592.1740378309414,2.0,84.0,0.3292266673027796,,0.7204040732200686,
FS_OID00418,17.288137739566718,1048.4688039483915,2.0,84.0,0.6925354214902735,,0.503139489738563,
GLO1_OID00419,18.059724001202337,391.468068150276,2.0,84.0,1.9375996914244444,,0.1504334554086739,
CD84_OID00420,4.694596457842414,585.1167280303781,2.0,84.0,0.33698071134131813,,0.7148832460105798,
PAPPA_OID00421,24.502431938832757,790.1020191787885,2.0,84.0,1.3024927369513595,,0.2772863561298737,
SERPINA12_OID00422,0.2403494486758047,496.9071783038723,2.0,84.0,0.020315015127856793,,0.9798947572767432,
REN_OID00423,8.577604013278657,289.1069475890041,2.0,84.0,1.2461110726050422,,0.29288268766895037,
DECR1_OID00424,2.8417431030230005,172.1926258666766,2.0,84.0,0.6931377561973967,,0.5028414378305746,
MERTK_OID00425,21.22152978057862,950.8965717026182,2.0,84.0,0.9373303861937228,,0.39572962716812876,
KIM1_OID00426,0.9487888006484612,104.27305220897293,2.0,84.0,0.3821613425813411,,0.6835652521663356,
THBS2_OID00427,22.466168651525397,3237.969643023741,2.0,84.0,0.2914107256678652,,0.747961013904491,
TM_OID00428,7.723137030344108,801.7123744500675,2.0,84.0,0.404598663575518,,0.6685378404473283,
VSIG2_OID00429,6.196877756250136,1089.6757378009563,2.0,84.0,0.2388498309485599,,0.7880661568583907,
AMBP_OID00430,2.139193821689741,424.4301929850337,2.0,84.0,0.2116864963801887,,0.8096487107722292,
PRELP_OID00431,8.841261062928355,836.5334229028962,2.0,84.0,0.44389495323977607,,0.6430289036158494,
HO-1_OID00432,2.6465640053440778,334.5704431000168,2.0,84.0,0.33223403476565405,,0.7182576843525047,
XCL1_OID00433,7.370130642866798,412.24950338029555,2.0,84.0,0.7508692781003868,,0.4750970133834127,
IL16_OID00434,2.2236534515366233,1025.6968109713707,2.0,84.0,0.09105365636858256,,0.9130587070780052,
SORT1_OID00435,7.479119706844875,266.9049994431517,2.0,84.0,1.1769094934259186,,0.313260010974565,
CEACAM8_OID00436,8.46732917795958,416.3605684358985,2.0,84.0,0.854134258703352,,0.42931465070580455,
PTX3_OID00437,7.465767384939956,1592.6996421532663,2.0,84.0,0.1968746786076718,,0.821671424083119,
PSGL-1_OID00438,2.8632664851225282,2105.89252470308,2.0,84.0,0.0571050948538325,,0.9445314366617835,
CCL17_OID00439,0.18174326228016677,790.12457832605,2.0,84.0,0.009660776572649672,,0.9903868390455484,
CCL3_OID00440,1.0127482456447798,137.05577356774984,2.0,84.0,0.3103512184114922,,0.7340264655035948,
MMP7_OID00441,0.5457488766497619,265.5492996283739,2.0,84.0,0.086317127747532,,0.9173845381836677,
IgG Fc receptor II-b_OID00442,0.328216694465344,234.96509880025235,2.0,84.0,0.05866871819658369,,0.943057728873103,
ITGB1BP2_OID00443,5.9947550375783525,1559.0926033630915,2.0,84.0,0.16149118470267973,,0.8511375678070321,
DCN_OID00444,3.035364408590012,144.1012714054173,2.0,84.0,0.8846924382930037,,0.41665213126964384,
Dkk-1_OID00445,15.931429022477325,1337.0204398210642,2.0,84.0,0.5004560880412547,,0.6080501352910535,
LPL_OID00446,8.562235229784974,1414.6861272473552,2.0,84.0,0.2542004708498079,,0.7761307348298295,
PRSS8_OID00447,29.359340842165125,1775.5823248407296,2.0,84.0,0.6944720603036776,,0.5021818307476036,
AGRP_OID00448,1.0529921228732508,590.9423923921763,2.0,84.0,0.0748392224522054,,0.927954456856377,
HB-EGF_OID00449,12.76216207583577,825.0613390443095,2.0,84.0,0.6496617667311595,,0.5248260221574363,
GDF-2_OID00450,1.1264450757434612,59.84677482320079,2.0,84.0,0.7905303722880725,,0.4569493675664835,
FABP2_OID00451,3.7996174413434383,107.2150027363839,2.0,84.0,1.4884477774887832,,0.2316146960746009,
THPO_OID00452,6.327059997172152,764.4497067350583,2.0,84.0,0.3476180545822734,,0.7073799174440234,
MARCO_OID00453,24.735192137377485,1583.0218040308973,2.0,84.0,0.6562626409342733,,0.5214258081219751,
GT_OID00454,14.336288403937235,383.60003982373655,2.0,84.0,1.5696664506136098,,0.2141570218577546,
BNP_OID00455,5.032279141393683,474.32781654110994,2.0,84.0,0.4455899834839573,,0.6419512748636746,
MMP12_OID00456,0.7043642634567342,592.483940756498,2.0,84.0,0.04993097201488728,,0.9513233005126303,
ACE2_OID00457,18.145009838095902,341.05265079124064,2.0,84.0,2.234524233815458,,0.11336867038294389,
PD-L2_OID00458,27.45346608204198,2342.5797372843604,2.0,84.0,0.49221187953347245,,0.6130247182943402,
CTSL1_OID00459,3.8357994095146806,907.8080533932928,2.0,84.0,0.17746436000146512,,0.837703978107791,
hOSCAR_OID00460,60.85513215444335,1357.9654028890889,2.0,84.0,1.882165440333662,,0.1586251619477659,
TNFRSF13B_OID00461,5.707157727862271,1194.0297871640644,2.0,84.0,0.20074928376747406,,0.8185088728096078,
TGM2_OID00462,13.431647446656628,1092.565619417634,2.0,84.0,0.5163343809594466,,0.5985852458045466,
LEP_OID00463,26.631338672219737,1990.568291855561,2.0,84.0,0.5619079881909373,,0.5722482579417534,
CA5A_OID00464,15.085083986832435,904.4287456367002,2.0,84.0,0.7005234304012958,,0.49920146443360336,
HSP 27_OID00465,15.150070266035092,704.720451683995,2.0,84.0,0.9029154037646685,,0.40928364047930965,
CD4_OID00466,10.401088372745466,868.5518207696881,2.0,84.0,0.5029587195709154,,0.6065482308526298,
NEMO_OID00467,6.88580719365008,574.5926390110316,2.0,84.0,0.5033198869917144,,0.6063317972471489,
VEGFD_OID00468,13.261740092439284,492.9546308859658,2.0,84.0,1.1299073971196714,,0.3279231807648259,
PARP-1_OID00469,1.0409934496985576,71.95900144830017,2.0,84.0,0.6075921567470864,,0.5470367863654533,
HAOX1_OID00470,15.78030961706779,2090.108225359224,2.0,84.0,0.31709984960369086,,0.7291259510903152,
NT-proBNP_OID00131,4.117247512469302,459.9639991386408,2.0,84.0,0.37595202200072275,,0.6877847330947926,
MEPE_OID00132,31.727758511660205,559.8518099336109,2.0,84.0,2.380211752191618,,0.09874535016925799,
TNFRSF14_OID00563,5.311859215573039,412.1074483575138,2.0,84.0,0.5413590264947706,,0.5839734285807594,
LDL receptor_OID00564,2.466304624861542,946.0066984354057,2.0,84.0,0.10949689300879473,,0.8964126657063528,
ITGB2_OID00565,22.48241412107756,1004.1295638358608,2.0,84.0,0.9403780419312606,,0.3945517061981916,
IL-17RA_OID00566,61.81898273060624,1629.3062116495303,2.0,84.0,1.593560041765775,,0.20928208263873513,
TNF-R2_OID00567,26.94174291126191,2045.7475456615934,2.0,84.0,0.5531245557022318,,0.577230277596568,
MMP-9_OID00568,18.623629933183658,1018.4379501139655,2.0,84.0,0.7680315301547674,,0.467155224188076,
EPHB4_OID00569,13.424381965083976,239.07111348044452,2.0,84.0,2.3583946815040306,,0.10080584740750759,
IL2-RA_OID00570,13.549963572735177,955.385664871297,2.0,84.0,0.5956740727646803,,0.5535022540884003,
OPG_OID00571,28.810278018307464,1027.1310997584205,2.0,84.0,1.178069359455196,,0.31290677923398075,
ALCAM_OID00572,0.4428403183421872,115.78147185889114,2.0,84.0,0.16064136231606885,,0.8518584253986001,
TFF3_OID00573,5.46336124889334,625.45349189447,2.0,84.0,0.36687167859354797,,0.6940032542373921,
SELP_OID00574,7.047121691746081,590.9499975565768,2.0,84.0,0.5008530540267896,,0.6078116502327959,
CSTB_OID00575,7.871300256361662,211.84959450930228,2.0,84.0,1.5605156645823717,,0.21605468217246013,
MCP-1_OID00576,0.015349051775584462,1101.8009510538864,2.0,84.0,0.0005850967672136441,,0.9994150784415596,
CD163_OID00577,2.822231354766875,294.14178564712915,2.0,84.0,0.40298156428005505,,0.6696094958247696,
Gal-3_OID00578,1.701712745573563,103.54297618209884,2.0,84.0,0.6902634823669108,,0.504265336907584,
GRN_OID00579,0.940548841250874,50.42073998868115,2.0,84.0,0.7834682977958012,,0.4601280270699618,
BLM hydrolase_OID00581,1.164521309967527,484.8810650503677,2.0,84.0,0.10086988035623859,,0.9041599972199172,
PLC_OID00582,2.177663792369785,1404.5029868885836,2.0,84.0,0.06512045907581003,,0.9370018456684803,
LTBR_OID00583,0.7284206959655435,23.430469234050456,2.0,84.0,1.305721576676425,,0.2764193636134265,
Notch 3_OID00584,17.68113373438133,537.1573901499742,2.0,84.0,1.382476775822967,,0.256606582264034,
TIMP4_OID00585,28.186013732404355,762.9694001339597,2.0,84.0,1.551585917538938,,0.21792310331628084,
CNTN1_OID00586,6.364927737280445,317.4142557696009,2.0,84.0,0.8422021383936243,,0.43436536241227397,
CDH5_OID00587,0.9808069128464655,139.07862813875906,2.0,84.0,0.2961913767113975,,0.7444185283115824,
TLT-2_OID00588,30.862254319570557,1967.8112270602178,2.0,84.0,0.6587088556042157,,0.5201714595813824,
FABP4_OID00589,32.29072128894916,1786.654392811731,2.0,84.0,0.7590781404575627,,0.47128127981179135,
TFPI_OID00590,12.567093958452496,732.8318202010774,2.0,84.0,0.7202443066816885,,0.4896137833336458,
PAI_OID00591,0.5503246570382941,485.9120664971844,2.0,84.0,0.04756752752041873,,0.9535717465602892,
CCL24_OID00592,0.2729256167728936,34.80578316609127,2.0,84.0,0.32933825536294714,,0.7203243144902581,
TR_OID00593,5.8629997750523035,1476.296692979271,2.0,84.0,0.16679979825414018,,0.8466486763724596,
TNFRSF10C_OID00594,0.47236637174447765,229.67688987832835,2.0,84.0,0.0863795553125872,,0.9173273873817113,
GDF-15_OID00595,12.230384641446925,3287.2931908284763,2.0,84.0,0.15626113191665517,,0.8555838600135697,
SELE_OID00596,1.6832409638695438,134.49218042373099,2.0,84.0,0.5256522740562737,,0.5931013071040379,
AZU1_OID00597,5.779242768932648,98.27758707571127,2.0,84.0,2.469822504984558,,0.0907242869558587,
DLK-1_OID00598,1.1538009963097753,541.9948121288273,2.0,84.0,0.08940978909866786,,0.9145576657855802,
SPON1_OID00599,64.0639591149459,1881.61406136573,2.0,84.0,1.4299884009554804,,0.24507681917461893,
MPO_OID00600,3.1101653446378172,891.9522441932609,2.0,84.0,0.14645060352186878,,0.863988461672171,
CXCL16_OID00601,0.9517410232708876,2816.5879243699833,2.0,84.0,0.014192038044158875,,0.985910557667258,
IL-6RA_OID00602,4.265885098197732,1246.9474871185719,2.0,84.0,0.14368461861880136,,0.8663733002026948,
RETN_OID00603,17.530004318779756,602.5390131788001,2.0,84.0,1.2219294772374658,,0.2998443572442658,
IGFBP-1_OID00604,0.770968403738436,33.75420272731183,2.0,84.0,0.9593078888162824,,0.387315260850159,
CHIT1_OID00605,4.165507641010808,1566.8353044769437,2.0,84.0,0.11165903680020657,,0.894481664882986,
TR-AP_OID00606,26.780362511080604,1347.994419588128,2.0,84.0,0.8344064405022196,,0.4376979989491193,
PSP-D_OID00608,3.877940771574262,1194.94667205312,2.0,84.0,0.13630190887621355,,0.8727717456653672,
PI3_OID00609,5.68387821271902,1764.067405735243,2.0,84.0,0.13532526260508843,,0.8736218011829745,
Ep-CAM_OID00610,2.5480040328758773,235.221170436064,2.0,84.0,0.4549597690649837,,0.6360276299522074,
AP-N_OID00611,3.405431030174568,865.4479447622554,2.0,84.0,0.16526482514973526,,0.8479441321797848,
AXL_OID00612,4.534590332914463,276.34726241522674,2.0,84.0,0.6891792316590486,,0.5048035403351356,
IL-1RT1_OID00613,8.081703824055202,237.82105285187984,2.0,84.0,1.4272561513791797,,0.24572525910494647,
MMP-2_OID00614,0.2063317121103195,34.22192067716712,2.0,84.0,0.2532275143287131,,0.7768817050931722,
FAS_OID00615,1.6440929659000485,120.32500056076086,2.0,84.0,0.5738782817036656,,0.5655294179051444,
MB_OID00616,7.886906601928352,554.2241220628554,2.0,84.0,0.5976825332828499,,0.5524072233820503,
TNFSF13B_OID00617,6.700657474312749,1029.2291716219556,2.0,84.0,0.2734353258542366,,0.7614360505904797,
PRTN3_OID00618,1.1605530702964102,1240.476817741716,2.0,84.0,0.03929394588863508,,0.9614857100329937,
PCSK9_OID00619,3.8607745801190716,277.25899816416836,2.0,84.0,0.5848413701220566,,0.5594467768813343,
U-PAR_OID00620,60.61323032761142,734.8318199973692,2.0,84.0,3.464405874215945,,0.035831612374524244,
OPN_OID00621,1.2586488256105386,120.5234663101259,2.0,84.0,0.4386137595778828,,0.6463983537674688,
CTSD_OID00622,3.0378318600221865,773.1321883192716,2.0,84.0,0.1650286200064961,,0.8481436599526668,
PGLYRP1_OID00623,0.4313423698968328,156.70705144567629,2.0,84.0,0.11560666459190677,,0.890967034964377,
CPA1_OID00624,3.1913967700140837,286.4949862431839,2.0,84.0,0.46785692866127937,,0.6279653523003289,
JAM-A_OID00625,0.11835051533553925,224.23029234232217,2.0,84.0,0.02216793097920987,,0.9780816919518689,
Gal-4_OID00626,0.3196828892799222,84.97680315233757,2.0,84.0,0.1580040770148387,,0.8540994717676696,
IL-1RT2_OID00627,5.721579779860356,854.7735921761241,2.0,84.0,0.2811345050358322,,0.7556342842639744,
SHPS-1_OID00628,7.786439754168638,207.5073372570701,2.0,84.0,1.5759947286583977,,0.21285467251035975,
CCL15_OID00629,38.50276576980096,3265.5329313132274,2.0,84.0,0.4952074274998416,,0.6112123930072875,
CASP-3_OID00630,29.533564719002648,757.6742235171159,2.0,84.0,1.6371280422344872,,0.20068341293583009,
uPA_OID00631,0.7787008847465018,56.73852532938233,2.0,84.0,0.5764238137929961,,0.5641110735111428,
CPB1_OID00632,5.7458608525596775,2881.2243409950665,2.0,84.0,0.08375819694906558,,0.9197303122890638,
CHI3L1_OID00633,25.444819726558734,1003.0498406882448,2.0,84.0,1.065433027517544,,0.34918841100984066,
ST2_OID00634,0.3258369336163625,30.126995350171658,2.0,84.0,0.4542487909206402,,0.6364751468814411,
t-PA_OID00635,52.104323350172415,956.2099693984649,2.0,84.0,2.288599419313641,,0.10769820083982709,
SCGB3A2_OID00636,26.221349710056284,1311.3702031796824,2.0,84.0,0.8398060937727938,,0.4353868895704801,
EGFR_OID00637,44.49098570132607,1380.7194534279668,2.0,84.0,1.3533679088944497,,0.2639434332505828,
IGFBP-7_OID00638,29.03026519010619,1778.5839559043948,2.0,84.0,0.6855291446528714,,0.506619707162947,
CD93_OID00639,0.2864728131316771,379.91677486592016,2.0,84.0,0.031669720706006495,,0.9688380747546609,
IL-18BP_OID00640,11.041079263189397,477.9083673288235,2.0,84.0,0.9703226826637454,,0.38316723644418693,
COL1A1_OID00641,3.3374561941150307,230.50469069573145,2.0,84.0,0.6081141330779307,,0.5467553920909464,
PON3_OID00642,9.832531169000916,1345.3340604101195,2.0,84.0,0.30696190726944605,,0.736500319295351,
CTSZ_OID00643,6.956640534310436,1294.4933116611046,2.0,84.0,0.22570908617991384,,0.7984325649414974,
MMP-3_OID00644,0.23725285505263327,78.46537505763939,2.0,84.0,0.12699384798569752,,0.8809078629868561,
RARRES2_OID00645,0.750012701965589,90.93986672266846,2.0,84.0,0.3463886040059771,,0.7082430057240222,
ICAM-2_OID00646,1.1506738607286278,674.5302259775738,2.0,84.0,0.0716473484647212,,0.9309159298881107,
KLK6_OID00647,12.201313567695733,1652.1080313020157,2.0,84.0,0.31018260315541124,,0.7341493362388036,
PDGF subunit A_OID00648,1.112096071042355,365.02570985678494,2.0,84.0,0.12795820601815816,,0.8800613300082037,
TNF-R1_OID00649,6.742698571238779,1063.917400738495,2.0,84.0,0.26617981790264567,,0.7669452269536997,
IGFBP-2_OID00650,2.0255727738231077,650.27669916767,2.0,84.0,0.13082747176619144,,0.877547552643564,
vWF_OID00651,20.306468339573655,3369.996013290239,2.0,84.0,0.25307794635323816,,0.7769972141305213,
PECAM-1_OID00652,4.3820389729565665,2823.6023304267464,2.0,84.0,0.0651811463961924,,0.9369450713289325,
CCL16_OID00654,0.7861464735999055,322.5495623788153,2.0,84.0,0.10236613451801299,,0.9028114160822709,
GP6_OID05026,36.75664465252236,1694.1759711822951,2.0,84.0,0.9112271107992399,,0.4059672205053384,
GSAP_OID01308,2.7556410823437227,632.363594822933,2.0,84.0,0.1830227521096366,,0.8330803947869352,
TNFRSF10A_OID01309,29.7994260051803,1028.284070675712,2.0,84.0,1.2171499373661694,,0.3012402758351748,
NFKBIE_OID01310,5.938051379421897,1440.2836056809956,2.0,84.0,0.1731590618347691,,0.8413032622413551,
GFRA2_OID01311,5.607733667158759,409.3974093672177,2.0,84.0,0.5752962980022399,,0.5647388639054494,
STX16_OID01312,0.8621945777320993,596.7823502373079,2.0,84.0,0.0606790268685871,,0.9411664804727502,
WNT9A_OID01313,2.221344887335422,398.86440730195966,2.0,84.0,0.23390526595033526,,0.7919505351847548,
PCDH17_OID01314,8.623053188093692,1858.6692431932556,2.0,84.0,0.19485351426901432,,0.8233261121779539,
CRX_OID01315,0.9461703190210019,109.38174520124096,2.0,84.0,0.3633069972121018,,0.696460174176708,
BCL2L11_OID01316,0.17680125487686088,57.0648917496951,2.0,84.0,0.13012646615364573,,0.8781610275850175,
SIGLEC6_OID01317,3.075786497817429,264.5276985527521,2.0,84.0,0.4883535206902741,,0.6153671595081396,
STX6_OID01318,12.689520874273175,363.81979932470836,2.0,84.0,1.4649006945435858,,0.23694368835560417,
VEGFD_OID01319,3.4606088289019463,404.46991064968705,2.0,84.0,0.35934829016185116,,0.699199110580407,
HS6ST1_OID01320,46.50760418475771,1171.6519926992125,2.0,84.0,1.6671497918591272,,0.194969495650788,
IGSF3_OID01321,12.26215884535704,310.63721055725284,2.0,84.0,1.6579168689453423,,0.19670880259275036,
ENTPD6_OID01322,19.22083047231487,503.3710484735367,2.0,84.0,1.6037372079408827,,0.20724030704999996,
DDAH1_OID01323,16.878240860300895,1346.5771531923838,2.0,84.0,0.5264355736706606,,0.592642655280669,
VAMP5_OID01324,15.901440022934583,259.07151477907246,2.0,84.0,2.5779000888337014,,0.08193071091700752,
FATC1_OID01325,7.180958443784347,483.43032901856975,2.0,84.0,0.6238753270843239,,0.5383280583766976,
TCL1B_OID01326,5.234879909476723,1092.1586020448372,2.0,84.0,0.20131229638842885,,0.8180503656887503,
PAK4_OID01327,1.4977963159389176,74.12017148070922,2.0,84.0,0.8487223385041285,,0.43159795306266857,
GH2_OID01328,2.0929989627006296,1156.755674742215,2.0,84.0,0.07599353809352734,,0.9268858402292586,
GCG_OID01329,0.9634237317344245,37.48546991061763,2.0,84.0,1.0794528341069187,,0.3444472308985366,
COL4A1_OID01330,3.095454491297355,826.1624018329296,2.0,84.0,0.15736505116433505,,0.8546433950785052,
TP53_OID01331,1.102174699376496,53.740832916565424,2.0,84.0,0.8613810925796741,,0.4262765466876467,
JUN_OID01332,63.35482018984428,508.6677187531625,2.0,84.0,5.231121122637422,,0.007225759568952467,
PFKM_OID01333,10.268377675694238,550.7999186204959,2.0,84.0,0.782991877448527,,0.4603432786125563,
TACSTD2_OID01334,29.079663199473988,2049.533200213822,2.0,84.0,0.5959141595025091,,0.5533712397790618,
CFC1_OID01335,0.3149434075978254,1213.3126327236903,2.0,84.0,0.01090207318571702,,0.9891585383997973,
BCR_OID01336,7.02826237204008,732.5278081094118,2.0,84.0,0.4029703942400964,,0.6696169043486566,
ARSB_OID01337,16.86005655968632,2602.454001340545,2.0,84.0,0.2720979410748724,,0.7624484852327522,
CRISP2_OID01338,2.534624463024533,1111.7948014950525,2.0,84.0,0.09574988775255945,,0.9087902949863688,
BGN_OID01339,3.163883749532395,468.59226054971316,2.0,84.0,0.2835794115004658,,0.7538013927828409,
CBL_OID01340,3.1850967070074137,394.36067428318347,2.0,84.0,0.33921754986718217,,0.7132986960648922,
OMG_OID01341,8.228076961645533,1428.3478353366143,2.0,84.0,0.24194333049671396,,0.7856458730958572,
DNAJB1_OID01342,35.028914200692746,1315.492633695434,2.0,84.0,1.1183752449424316,,0.33162702313024356,
PRDX6_OID01343,0.3273514159143551,64.29173116752285,2.0,84.0,0.21384957627876316,,0.8079080770470324,
LGALS7_OID01344,7.165801935981441,1008.5354838751296,2.0,84.0,0.29841655164656944,,0.7427755257837381,
MAP2K6_OID01345,0.45443039547711817,172.71017000560283,2.0,84.0,0.11050928042870779,,0.8955079763167278,
RGS8_OID01346,10.229372335267907,380.78950431262444,2.0,84.0,1.1282706934289006,,0.32844625982191605,
PROK1_OID01347,0.3715439591203152,68.14235849162735,2.0,84.0,0.22900361285514656,,0.7958205520489214,
FLI1_OID01348,22.019353240064603,1175.8559525489452,2.0,84.0,0.7865018109386301,,0.4587598698660148,
GCNT1_OID01349,7.054996631173573,448.29773401372955,2.0,84.0,0.6609666657387461,,0.5190164610697452,
ZBTB16_OID01350,30.78174800776682,691.900225960542,2.0,84.0,1.8685257900174967,,0.1607098561568561,
SULT2A1_OID01351,1.334051368596331,78.25176726868071,2.0,84.0,0.7160241798586353,,0.4916495005402034,
ARHGAP1_OID01352,33.70637433572871,1451.2643382887843,2.0,84.0,0.9754719969001986,,0.3812437017188206,
GALNT2_OID01353,84.41532135287541,1760.745512283363,2.0,84.0,2.0136035969349027,,0.1399004890848552,
LRMP_OID01354,1.2809341775556538,438.4046784528722,2.0,84.0,0.12271592458181486,,0.8846731742111448,
ZBTB17_OID01355,3.4482782754353116,830.2942862502787,2.0,84.0,0.17442934386835846,,0.8402396467063041,
DCTN2_OID01356,0.9231426089179345,93.35678900843368,2.0,84.0,0.41530980217250896,,0.6614837382533854,
IQGAP2_OID01357,15.122628312463887,628.8332427464316,2.0,84.0,1.0100458212887435,,0.3685820462936401,
MOG_OID01358,1.362084562290053,158.76756830213506,2.0,84.0,0.360322654229459,,0.6985239495202016,
