Protein,C(Site): sum_sq,Residual: sum_sq,C(Site): df,Residual: df,C(Site): F,Residual: F,C(Site): PR(>F),Residual: PR(>F)
SH2B3_OID00983,32.29125398522222,408.0382822616862,4.0,47.0,0.9298692079166904,,0.45477550785991516,
FCRL3_OID00984,101.27834770285652,640.1314957949323,4.0,47.0,1.8590252054865148,,0.1334298838716865,
CKAP4_OID00985,192.1353432661754,1244.5470124086796,4.0,47.0,1.8139855392109703,,0.1419319116713979,
JUN_OID00986,11.479706133616812,98.37188482901072,4.0,47.0,1.3711900234955985,,0.2582659604060162,
HEXIM1_OID00987,32.72752784427415,445.3624704529534,4.0,47.0,0.8634505098265653,,0.4928501819832827,
CLEC4D_OID00988,58.807440536003554,658.5120321256633,4.0,47.0,1.0493163261839706,,0.39206802336838464,
PRKCQ_OID00989,24.260918576840325,193.7431818501243,4.0,47.0,1.4713590979340618,,0.22596325490933333,
MGMT_OID00990,5.718293375690319,493.4028069754586,4.0,47.0,0.13617666177505797,,0.9681440652618492,
TREM1_OID00991,17.65528400810432,266.01399006195584,4.0,47.0,0.7798446504520677,,0.543954910696844,
CXADR_OID00992,80.48749333982771,323.78611596574194,4.0,47.0,2.9208418771206297,,0.03079228191543988,
IL10_OID00993,104.61345776112593,1027.2840240173973,4.0,47.0,1.1965611261880313,,0.32477766705555516,
SRPK2_OID00994,44.09576404264886,509.49321696568705,4.0,47.0,1.0169423463316065,,0.4083321825807398,
KLRD1_OID00995,27.665519690946653,277.1053316225263,4.0,47.0,1.1730913095942674,,0.3347868815354894,
BACH1_OID00996,1.2794255813607753,32.239270017840006,4.0,47.0,0.4663024495489591,,0.7601057717843819,
PIK3AP1_OID00997,116.37202668903,575.7614812067605,4.0,47.0,2.3748919617376565,,0.0654557392929686,
SPRY2_OID00998,65.23830024928333,426.7616771320754,4.0,47.0,1.7962016483777314,,0.1454317272852682,
STC1_OID00999,33.29793817211009,476.0097136254081,4.0,47.0,0.8219386334418065,,0.5177917234686531,
ARNT_OID01000,18.834195892204434,188.16871432557812,4.0,47.0,1.1760818078955229,,0.3334967687074144,
FAM3B_OID01001,107.40281946829354,464.3359478475996,4.0,47.0,2.7178234521843367,,0.04073583137665649,
SH2D1A_OID01002,1.1276325325999197,24.811541878625743,4.0,47.0,0.5340128526822101,,0.7113578650400392,
ICA1_OID01003,51.36913210445025,423.3962588468613,4.0,47.0,1.4255848737803862,,0.24023074661999302,
DFFA_OID01004,12.373216964651427,113.21653201534272,4.0,47.0,1.284134893965416,,0.2897163928684442,
DCBLD2_OID01005,96.26003354066754,748.0814555473079,4.0,47.0,1.5119414947605487,,0.21397813147683875,
FCRL6_OID01006,53.0639876205836,398.8904001945693,4.0,47.0,1.563090649054798,,0.19972113758134225,
NCR1_OID01007,7.304583526141396,88.05710191947226,4.0,47.0,0.9746954483086603,,0.4303729191131047,
CXCL12_OID01008,22.201317929220643,252.46463530369346,4.0,47.0,1.0332753549998936,,0.40005917084914533,
AREG_OID01009,10.612865037371431,119.13588509193569,4.0,47.0,1.0467137092479228,,0.3933555757753135,
IFNLR1_OID01010,4.861903258825704,50.40777096157882,4.0,47.0,1.1333046909522129,,0.35236612092138975,
DAPP1_OID01011,26.48396453787119,173.91525125759495,4.0,47.0,1.7893001394056685,,0.14681231334573386,
PADI2_OID01012,22.88115205790909,233.6356873803237,4.0,47.0,1.1507383126909836,,0.3445677662859754,
SIT1_OID01013,6.608677838907343,641.9400854268408,4.0,47.0,0.1209645048969464,,0.9743220917018222,
MASP1_OID01014,3.402508489625684,31.743657422133527,4.0,47.0,1.2594476503273304,,0.2992425696062438,
LAMP3_OID01015,12.440153359249626,113.63985717934071,4.0,47.0,1.2862723132474736,,0.2889045328368271,
CLEC7A_OID01016,66.0046605723487,1151.6455188080033,4.0,47.0,0.6734318408392069,,0.6137272759506789,
CLEC6A_OID01017,7.3642039904665015,202.48909363184984,4.0,47.0,0.4273286789722241,,0.7881347625762167,
DDX58_OID01018,36.177024043806355,487.822859124116,4.0,47.0,0.8713819464671134,,0.488184052594845,
IL12RB1_OID01019,8.776154805634928,78.69413020682144,4.0,47.0,1.310387683238815,,0.2798854544482078,
TANK_OID01020,4.1316017733552854,165.2511372284584,4.0,47.0,0.2937729909223541,,0.8805572976718068,
ITGA11_OID01021,3.9436765473796624,241.65505960924168,4.0,47.0,0.19175348327752914,,0.9415283992690827,
KPNA1_OID01022,124.93466896248167,889.3943056868504,4.0,47.0,1.6505416674277942,,0.17740469651052437,
LAG3_OID01023,22.589478464744982,167.47819760165075,4.0,47.0,1.5848413450930128,,0.19393419152526542,
IL5_OID01024,23.31662301981034,185.52630618832595,4.0,47.0,1.4767195343428383,,0.22434499484537992,
CD83_OID01025,263.66561343013996,935.365990405169,4.0,47.0,3.312148388527751,,0.018016272427023493,
ITGB6_OID01026,28.771529316811694,195.3465106131628,4.0,47.0,1.7305938478829321,,0.15907928075805525,
BTN3A2_OID01027,132.833955515425,553.7509731840677,4.0,47.0,2.818593651098527,,0.035448600101728095,
IL8_OID00471,86.9399602800242,1022.6791128638638,4.0,47.0,0.9988905810636904,,0.4176365187215322,
VEGFA_OID00472,24.87227499504159,109.51574344650476,4.0,47.0,2.6685590764810345,,0.04360395608197983,
MCP-3_OID00474,10.930955663614782,466.3995493893215,4.0,47.0,0.27538347585379197,,0.892410778043825,
GDNF_OID00475,52.14801481690211,1337.9919406628032,4.0,47.0,0.4579543085999952,,0.7661215363703296,
CDCP1_OID00476,165.04329712543267,1073.723641121902,4.0,47.0,1.8061060285471222,,0.14347238768101428,
CD244_OID00477,0.5675442016716513,37.0834657330549,4.0,47.0,0.17982797016994306,,0.9477209910046123,
IL7_OID00478,29.62644366557198,1059.5019557374662,4.0,47.0,0.3285607083454304,,0.8573876552845897,
OPG_OID00479,3.9141847247618315,101.65776016525201,4.0,47.0,0.45241672097819924,,0.7701094749753093,
LAP TGF-beta-1_OID00480,1.1610888778970878,24.21588762846459,4.0,47.0,0.5633819633047168,,0.6903736945394527,
uPA_OID00481,166.28014595812175,1103.8736314239845,4.0,47.0,1.7699414673829659,,0.15075283834656286,
IL6_OID00482,3.6126343818751816,37.44726045853248,4.0,47.0,1.133552988049393,,0.35225399980670213,
IL-17C_OID00483,7.383731506826919,137.00029678573173,4.0,47.0,0.6332748704983246,,0.6412524399493209,
MCP-1_OID00484,18.642973756710138,60.39853298166295,4.0,47.0,3.626825534120992,,0.011756693863187038,
IL-17A_OID00485,140.67741068426906,1535.7364140631298,4.0,47.0,1.0763302611070424,,0.3789086778855225,
CXCL11_OID00486,17.032564801700957,334.4454821775739,4.0,47.0,0.5984013750669407,,0.6655932491834151,
AXIN1_OID00487,98.25718710845335,531.5207840608984,4.0,47.0,2.172110636396203,,0.08665752203989248,
TRAIL_OID00488,111.58691261896264,464.0667981852114,4.0,47.0,2.8253394304445067,,0.035120507690192065,
IL-20RA_OID00489,20.018748026719425,909.8766603759639,4.0,47.0,0.2585188735545315,,0.9029964746825571,
CXCL9_OID00490,5.455138375396342,59.721492706935024,4.0,47.0,1.0732798697019807,,0.38037596279669794,
CST5_OID00491,6.318509097610156,625.3932325352978,4.0,47.0,0.11871327995658958,,0.9751906412926984,
IL-2RB_OID00492,18.811374443173392,199.53502632086452,4.0,47.0,1.1077436066380233,,0.3640726126574946,
IL-1 alpha_OID00493,101.70028766218856,453.7746565520638,4.0,47.0,2.6334180694677243,,0.045773582857662566,
OSM_OID00494,39.22943531554933,333.86715105124676,4.0,47.0,1.38062658607271,,0.2550505970048324,
IL2_OID00495,16.492622473548725,93.53876377969706,4.0,47.0,2.0717433739086895,,0.09954839312587167,
CXCL1_OID00496,0.4792857321580468,27.224858303280296,4.0,47.0,0.20685534117834153,,0.9333557038960156,
TSLP_OID00497,16.390899234593515,685.0318595472135,4.0,47.0,0.2811446844731752,,0.888730226727422,
CCL4_OID00498,16.346520441990915,226.70097432594656,4.0,47.0,0.8472465359466703,,0.5024826441371555,
CD6_OID00499,5.769014943095747,99.94613767419234,4.0,47.0,0.6782245633377628,,0.6104820465007585,
SCF_OID00500,7.433958834599857,108.32553700440408,4.0,47.0,0.806356642413848,,0.5273758941584421,
IL18_OID00501,1.7661935380544291,214.05889661902953,4.0,47.0,0.09694889770955986,,0.9829384556571746,
SLAMF1_OID00502,160.2685508934719,677.106799508019,4.0,47.0,2.781179386127244,,0.037325454782027624,
TGF-alpha_OID00503,24.257642068135862,658.2146989607133,4.0,47.0,0.4330308860477282,,0.7840455053488108,
MCP-4_OID00504,7.421707230714697,180.53931070398886,4.0,47.0,0.48302532905910206,,0.7480482564142246,
CCL11_OID00505,6.597450665208853,250.20737672315886,4.0,47.0,0.30982318080084353,,0.869978052289875,
TNFSF14_OID00506,57.879783649498094,714.1788835801633,4.0,47.0,0.9522648646125449,,0.4424528334529866,
FGF-23_OID00507,37.15231229299532,478.1669440345871,4.0,47.0,0.9129440562313712,,0.4642613037867249,
IL-10RA_OID00508,26.930802227438544,148.73220782049628,4.0,47.0,2.127561547088093,,0.09216161155742819,
FGF-5_OID00509,6.343832756126306,1362.896847422973,4.0,47.0,0.054692352561698104,,0.9942343839750015,
MMP-1_OID00510,3.6626386394435158,51.61146055161481,4.0,47.0,0.8338458852646209,,0.5105489171297432,
LIF-R_OID00511,140.4270457064991,725.362539178872,4.0,47.0,2.274749105349753,,0.07518715982056566,
FGF-21_OID00512,11.373257955742346,67.39406878381996,4.0,47.0,1.9829012165541782,,0.11252647363867392,
CCL19_OID00513,7.08073544762747,61.534941632899546,4.0,47.0,1.3520552600173552,,0.2648999002814883,
IL-15RA_OID00514,4.18050296223723,124.40676071957613,4.0,47.0,0.39484116073892755,,0.8113017787250301,
IL-10RB_OID00515,40.23879557352965,819.4013380375775,4.0,47.0,0.577013761194628,,0.6806922048959073,
IL-22 RA1_OID00516,100.02397784476939,1663.0320399694606,4.0,47.0,0.7067102205064089,,0.591383051414304,
IL-18R1_OID00517,52.79430729382956,304.4483751423825,4.0,47.0,2.037564202510143,,0.10435689956383329,
PD-L1_OID00518,3.2756862167962715,72.16461147872639,4.0,47.0,0.5333543998737188,,0.7118299850937813,
Beta-NGF_OID00519,32.58955798852241,1186.2608157596835,4.0,47.0,0.3228019515420907,,0.8612825300388344,
CXCL5_OID00520,110.00824531688822,1472.979845756281,4.0,47.0,0.8775387431114311,,0.48458414372447445,
TRANCE_OID00521,37.1236396282114,196.99949684268,4.0,47.0,2.214232892075999,,0.08175357351556455,
HGF_OID00522,10.017666366433959,275.6325002003579,4.0,47.0,0.42704535829423995,,0.7883377981956201,
IL-12B_OID00523,150.87023310371234,778.9751889270302,4.0,47.0,2.2757146365732046,,0.07508676540519248,
IL-24_OID00524,1.9214718452666535,496.5272901300349,4.0,47.0,0.04547039937315518,,0.9959619317192587,
IL13_OID00525,32.90334286575728,250.89723539937825,4.0,47.0,1.5409268183335516,,0.20578550429233963,
ARTN_OID00526,6.630795590138978,139.89968678756105,4.0,47.0,0.5569122417153288,,0.6949825871162956,
MMP-10_OID00527,48.50917544191064,662.0810883214158,4.0,47.0,0.8608957746966253,,0.4943599876905568,
IL10_OID00528,8.848873728377818,171.88583880906617,4.0,47.0,0.6049030393011947,,0.6610275939546385,
TNF_OID00529,53.878061469168834,1110.8946577353358,4.0,47.0,0.569871515588437,,0.6857595303447561,
CCL23_OID00530,25.648328515020992,436.46738528660524,4.0,47.0,0.6904705144316894,,0.6022311318387361,
CD5_OID00531,72.18305818791686,710.9319246861353,4.0,47.0,1.1930128669949205,,0.32627393590203635,
CCL3_OID00532,8.82891265205256,20.529388784532255,4.0,47.0,5.053230018215625,,0.0018025184203849815,
Flt3L_OID00533,21.92013705031437,520.3200899398726,4.0,47.0,0.4950060843719436,,0.7394108201924843,
CXCL6_OID00534,18.31559179356639,975.1856331732941,4.0,47.0,0.2206843458861353,,0.9255722342625361,
CXCL10_OID00535,8.449301058914422,323.0967889442828,4.0,47.0,0.3072741383987103,,0.8716716097838176,
4E-BP1_OID00536,1.9251733624239191,87.83381445451901,4.0,47.0,0.25754075635863743,,0.9036013342792227,
IL-20_OID00537,0.4613994729635545,44.777409478277846,4.0,47.0,0.12107542331031418,,0.9742789855184828,
SIRT2_OID00538,35.821173343396644,784.3886839935236,4.0,47.0,0.5365946696757621,,0.7095072813142231,
CCL28_OID00539,61.58757763160275,437.3576087918848,4.0,47.0,1.6546048876805544,,0.17642778217260321,
EN-RAGE_OID00541,143.12316938714923,1097.8305873085774,4.0,47.0,1.5318367512621631,,0.2083225043635309,
CD40_OID00542,130.2958319548181,526.7247230273023,4.0,47.0,2.9065960995146916,,0.031401874248114775,
IL33_OID00543,4.517097974676792,138.55534505698355,4.0,47.0,0.3830664286579765,,0.8196258382299805,
IFN-gamma_OID00544,42.08655131132068,559.0000356704666,4.0,47.0,0.8846457000935477,,0.48045285597149034,
FGF-19_OID00545,49.76306001210944,321.8771619211668,4.0,47.0,1.8165810573584364,,0.14142799775293088,
IL4_OID00546,120.29970117040557,975.2907994336301,4.0,47.0,1.4493333573669762,,0.23272733664243078,
LIF_OID00547,17.461127595794114,372.1004724237788,4.0,47.0,0.551378631459834,,0.6989311798655922,
NRTN_OID00548,99.8867707214394,1329.4787357599669,4.0,47.0,0.8828043084916367,,0.48152076902829444,
MCP-2_OID00549,195.38313884610614,782.1943439896863,4.0,47.0,2.9350146790015885,,0.03019772198376021,
CASP-8_OID00550,55.30340954286187,495.9680959102293,4.0,47.0,1.3101952877352905,,0.2799563940046709,
CCL25_OID00551,110.40999108400867,822.5415999959635,4.0,47.0,1.5772058157830173,,0.19594737613988097,
CX3CL1_OID00552,11.936614078440343,102.84609799580618,4.0,47.0,1.363738811241952,,0.2608310087390109,
TNFRSF9_OID00553,55.664133552143895,539.121942181076,4.0,47.0,1.2131829889758272,,0.317848142117025,
NT-3_OID00554,116.71325711961867,1497.323948331092,4.0,47.0,0.9158878228616139,,0.46260076424190866,
TWEAK_OID00555,56.81966563974342,588.5133880336487,4.0,47.0,1.1344365053404917,,0.35185528609621525,
CCL20_OID00556,2.2164403321822848,38.05731651282698,4.0,47.0,0.6843145100460291,,0.6063713979191983,
ST1A1_OID00557,51.12171715087446,238.06743814738434,4.0,47.0,2.5231513439939732,,0.053313513423855874,
STAMPB_OID00558,1.3336477229938422,37.40218437920879,4.0,47.0,0.4189691325592342,,0.7941191288199447,
IL5_OID00559,11.058893537186439,108.10586938367393,4.0,47.0,1.2019883823399917,,0.3225006601120514,
ADA_OID00560,28.58945550253654,330.9860672842011,4.0,47.0,1.0149252048919675,,0.40936348160225977,
TNFB_OID00561,11.391845438091076,50.329234864674305,4.0,47.0,2.659571206625304,,0.04414880110604844,
CSF-1_OID00562,8.79560907863894,78.80388194716461,4.0,47.0,1.3114633964770825,,0.2794891193308988,
DNER_OID01213,27.579096321159057,525.7866807119156,4.0,47.0,0.6163229188971638,,0.653037982820756,
CD8A_OID05124,11.358689066925969,256.4474907498347,4.0,47.0,0.5204363518868479,,0.7211041897565169,
CLMP_OID01120,22.471560036181955,520.5207666547483,4.0,47.0,0.507262817047742,,0.730581106178561,
LRIG1_OID01121,3.9066534088137645,42.776373093501036,4.0,47.0,1.0730965304895321,,0.3804643026447573,
NPTXR_OID01122,31.777018674741957,381.0299045749651,4.0,47.0,0.9799230058982364,,0.42759530778854415,
AHCY_OID01123,116.135288567441,1125.8172071987178,4.0,47.0,1.2120881009296638,,0.3183005648463386,
THOP1_OID01124,10.689337471282453,183.288294935456,4.0,47.0,0.6852576992535071,,0.6057360663905991,
CTSO_OID01125,84.95739457826886,750.5661848924713,4.0,47.0,1.329995150844255,,0.2727404993171869,
FCRL1_OID01126,2.1622795076771917,72.77654635940672,4.0,47.0,0.34910675878648717,,0.8433279346010254,
CD164_OID01127,3.7447631779208845,95.72397152915137,4.0,47.0,0.4596650832353997,,0.7648890583263102,
DDC_OID01128,40.18059489695015,734.4924882824323,4.0,47.0,0.6427866827381638,,0.634680897383852,
ACP6_OID01129,30.463768994561057,230.67689717359443,4.0,47.0,1.551734439260816,,0.20280700115742434,
TFF2_OID01130,28.82319292674444,220.61567098988363,4.0,47.0,1.5351244785542777,,0.2074015352882389,
S100P_OID01131,58.216918897499475,1108.0045034237276,4.0,47.0,0.617370051233467,,0.6523073507959842,
ANGPT2_OID01132,89.54554574810335,661.1957867086006,4.0,47.0,1.5912989521270464,,0.1922468821127728,
CD2AP_OID01133,68.38344802619484,549.488553974242,4.0,47.0,1.462278892792833,,0.22872930992616042,
ANGPTL7_OID01134,5.291916497278744,174.10468657559625,4.0,47.0,0.3571415569909238,,0.8377672058813517,
CLEC5A_OID01135,117.45513977128147,346.36107307499265,4.0,47.0,3.9845640852768236,,0.007275364765383313,
TINAGL1_OID01136,5.155872523474129,77.3031014091335,4.0,47.0,0.7836878604674353,,0.5415306388291022,
GLRX_OID01137,39.6163442785106,788.1731532285509,4.0,47.0,0.590596169592595,,0.6710897094255204,
ENO2_OID01138,133.57003907795712,914.2990062028201,4.0,47.0,1.7165587499477641,,0.16215510573167072,
NADK_OID01139,8.724969130959465,321.35822328066956,4.0,47.0,0.3190159138987884,,0.8638312317494674,
GHRL_OID01140,9.360705638926767,156.8712887568884,4.0,47.0,0.7011371687514093,,0.5950935608428021,
SERPINB8_OID01141,45.58358761811887,1073.3910736438593,4.0,47.0,0.4989860337618254,,0.7365426893826239,
SERPINB6_OID01142,62.42111067101142,823.0726731219341,4.0,47.0,0.8911097091857009,,0.4767178792556601,
CDHR5_OID01143,47.514706594615014,921.9060062665076,4.0,47.0,0.6055908071883543,,0.6605453277513172,
CCDC80_OID01144,50.30417741444014,630.2273134250072,4.0,47.0,0.9378744336030835,,0.4503408256323008,
DIABLO_OID01145,19.010386528641757,370.81123544489935,4.0,47.0,0.6023874693104669,,0.6627926805540617,
CA13_OID01146,54.144400772989144,1422.2780522858984,4.0,47.0,0.44730825175859334,,0.7737860317248725,
SEMA3F_OID01147,6.843412253312168,89.48534215410663,4.0,47.0,0.8985839696286821,,0.47242603114734993,
KLK10_OID01148,98.1360726992722,997.5115324717365,4.0,47.0,1.1559754616161497,,0.3422542973423516,
PILRB_OID01149,174.40061669362976,1313.2407828023731,4.0,47.0,1.560420048619927,,0.20044281822746882,
ANGPTL1_OID01150,7.065988376110125,69.88583942025534,4.0,47.0,1.188014111414255,,0.3283920866347107,
APLP1_OID01151,0.702488456946604,86.25974154290554,4.0,47.0,0.09569051821256551,,0.9833489162856075,
ADGRG2_OID01152,141.33571903755015,896.9173861322979,4.0,47.0,1.8515581528110294,,0.134804357835128,
TYMP_OID01153,9.748125198197613,739.5272389298511,4.0,47.0,0.1548833701441075,,0.9598526133117454,
GRAP2_OID01154,11.981850439656327,91.243926588896,4.0,47.0,1.5429711097406342,,0.2052189705829896,
LILRA5_OID01155,68.68367032334486,622.1575725490727,4.0,47.0,1.2971523001685354,,0.28480355607469415,
ALDH1A1_OID01156,6.842846544770305,73.98023953105726,4.0,47.0,1.0868232843082013,,0.37389747517393457,
CD79B_OID01157,43.13490657188453,836.1330239552706,4.0,47.0,0.6061656909831092,,0.66014232138241,
ANXA4_OID01158,43.9378531575044,506.859909303868,4.0,47.0,1.0185650218612325,,0.40750409064939574,
ANXA11_OID01159,27.184206392347903,399.5525183860235,4.0,47.0,0.7994303887767988,,0.5316743398261744,
SIGLEC7_OID01160,98.7940655481637,872.4813593559218,4.0,47.0,1.330492918551137,,0.27256128290999065,
ITGB7_OID01161,40.807160515342446,320.20384047237553,4.0,47.0,1.497434057467651,,0.21819260678747435,
QDPR_OID01162,44.833495579870224,409.8954153214613,4.0,47.0,1.2851902055316629,,0.2893152963539871,
SNAP23_OID01163,14.564552046280648,169.50072606834865,4.0,47.0,1.0096327639020883,,0.4120793591788852,
APEX1_OID01164,13.516597692229814,710.4736508905089,4.0,47.0,0.2235410457300352,,0.9239308722992579,
ENTPD5_OID01165,127.53532847322296,850.7083831474781,4.0,47.0,1.7615203273488655,,0.15249871295260434,
CLSTN2_OID01166,4.012601589009367,33.96013457063756,4.0,47.0,1.38833574327544,,0.2524510992342559,
COMT_OID01167,10.080118874249223,25.478075185352992,4.0,47.0,4.648757644004393,,0.0030350464973787675,
CLUL1_OID01168,93.23358287719894,1003.6281450477588,4.0,47.0,1.09153435384672,,0.3716657388499736,
HDGF_OID01169,4.442453275074505,184.99336236631646,4.0,47.0,0.282165939979854,,0.8880745666453311,
CHRDL2_OID01170,21.88755872611807,590.545909348253,4.0,47.0,0.4354933476987739,,0.7822779858007711,
CTSH_OID01171,166.65643974526057,1136.9422691755972,4.0,47.0,1.7223505714381808,,0.16087894520350202,
NOMO1_OID01172,4.593670717394059,91.18930659155276,4.0,47.0,0.5919074609388485,,0.6701651486591789,
NQO2_OID01173,26.726963623315097,305.6128545850295,4.0,47.0,1.0275805414021868,,0.40292805826285105,
SOST_OID01174,38.76805811270377,489.8268370963633,4.0,47.0,0.9299708556692541,,0.45471898865111926,
FAM3C_OID01175,8.421557091750218,37.01689206326116,4.0,47.0,2.673192975222117,,0.043325704318669764,
TXNDC5_OID01176,9.702037136685698,252.14834181032495,4.0,47.0,0.4521105930643441,,0.7703298630583241,
PPP1R2_OID01177,123.09264515050054,709.6989288564143,4.0,47.0,2.037960777042406,,0.10429981608070374,
DPP7_OID01178,14.30960720470814,361.48954539808585,4.0,47.0,0.46512516557058625,,0.760954352950075,
LRP11_OID01179,27.09948645242006,276.19942944663114,4.0,47.0,1.1528588833579123,,0.343629401770483,
ADGRE2_OID01180,2.575793121098235,67.97108464524939,4.0,47.0,0.44527124042325505,,0.7752513319100565,
ENPP7_OID01181,67.86159224567554,958.0605723694789,4.0,47.0,0.8322790143786212,,0.5114979528942116,
SSC4D_OID01182,2.2054033197145504,74.63291158207116,4.0,47.0,0.34721262318903134,,0.8446340164841617,
MCFD2_OID01183,10.25918261997568,229.25277256436513,4.0,47.0,0.5258187041156497,,0.7172374682647926,
REG4_OID01184,96.91906479237764,599.5963144701359,4.0,47.0,1.899276202717816,,0.12625266654519085,
SUMF2_OID01185,20.591809356496874,783.0816919319551,4.0,47.0,0.3089763972669438,,0.8705411852424887,
CANT1_OID01186,12.43022377666806,558.6340787363488,4.0,47.0,0.26145044660761096,,0.9011774528919009,
CD1C_OID01187,42.45507051297501,133.08828119197494,4.0,47.0,3.748241949326011,,0.009982841115308318,
GAL_OID01188,35.65187188548238,649.9249555813727,4.0,47.0,0.6445505608869779,,0.6334656696294406,
CDH2_OID01189,47.940192428328444,275.8621738560043,4.0,47.0,2.0419517948368355,,0.10372705281399211,
TYRO3_OID01190,19.34075638425085,229.26015476954214,4.0,47.0,0.9912489492270848,,0.4216261895315988,
CRKL_OID01191,31.791656900642515,859.5039871840999,4.0,47.0,0.43461342140642945,,0.7829096888354807,
IGFBPL1_OID01192,23.3069479268218,672.7850808683532,4.0,47.0,0.40704921367562674,,0.8026265136038528,
RTN4R_OID01193,15.602045456722633,521.5125838642505,4.0,47.0,0.3515237019941404,,0.8416586398055819,
VCAN_OID01194,25.716588646039224,447.5091774540864,4.0,47.0,0.6752261893488496,,0.6125112515361992,
FBP1_OID01195,22.642870565135752,231.89583011173835,4.0,47.0,1.1472984616072994,,0.34609461387750456,
TSHB_OID01196,113.95780779039406,1051.0263278370717,4.0,47.0,1.27399686009074,,0.29359506916386857,
BAG6_OID01197,38.58329148788672,965.84779440803,4.0,47.0,0.46938417999963467,,0.7578842167533271,
NECTIN2_OID01198,10.617847378706282,74.91667523223572,4.0,47.0,1.6653129134876004,,0.1738778201877649,
ARG1_OID01199,27.760268906256588,212.83050462675266,4.0,47.0,1.5325959040530974,,0.20810950706414405,
USP8_OID01200,36.86849692621324,917.5703345287305,4.0,47.0,0.472121670221065,,0.7559105639723962,
FKBP4_OID01201,2.4403662644276216,34.66865139065547,4.0,47.0,0.8270960206647489,,0.514645972964467,
SDC4_OID01202,17.446460348328117,255.07312404027323,4.0,47.0,0.8036750632359401,,0.5290373105943834,
PAG1_OID01203,8.984937400826285,142.46332758201532,4.0,47.0,0.7410539698290499,,0.5688110640004713,
KYAT1_OID01204,13.430609215691856,73.54140245686492,4.0,47.0,2.145861419721241,,0.0898599388732903,
DAB2_OID01205,45.66534164118514,272.8380981183624,4.0,47.0,1.9666159820948175,,0.11507958528467262,
NPDC1_OID01206,15.693398457452831,249.30460470935736,4.0,47.0,0.7396471159850567,,0.5697255080962624,
METRNL_OID01207,7.406147518526382,174.5672944134546,4.0,47.0,0.4985025037770067,,0.7368910990157052,
MEP1B_OID01208,53.11249384943618,770.1543034005849,4.0,47.0,0.810320477306056,,0.5249264830364626,
ROR1_OID01209,115.02147780516567,1087.195592968019,4.0,47.0,1.2431087588583085,,0.3057000059477763,
RNASE3_OID01211,104.03024217239543,512.2671383853408,4.0,47.0,2.386167790068467,,0.06444203849691342,
NT-proBNP_OID01214,38.207325736163014,245.67731039204165,4.0,47.0,1.8273404112228429,,0.13935754072520398,
IFNL1_OID05127,49.97071298317738,546.5633065235185,4.0,47.0,1.0742687453481092,,0.3798997797549792,
EIF4B_OID05128,23.546651559465033,521.1746016539973,4.0,47.0,0.5308646180102896,,0.7136157535326584,
CRADD_OID05129,20.014874476777518,359.1654787020285,4.0,47.0,0.6547811219274833,,0.6264389099557721,
TDGF1_OID05131,15.578074382251947,169.26501083132104,4.0,47.0,1.081395222157691,,0.3764828037220981,
ECE1_OID05132,104.05859709557711,1740.5103525169593,4.0,47.0,0.7024885052277317,,0.5941926585881656,
CETN2_OID05133,4.475802068401192,82.77168703921723,4.0,47.0,0.635370332355272,,0.6398020958537924,
CDH15_OID05134,12.82809000265419,564.3387731587725,4.0,47.0,0.2670914434737589,,0.8976518103656319,
SMOC1_OID05135,3.7796816232986576,39.9147575105508,4.0,47.0,1.1126526088006385,,0.3617990734808794,
FOLR2_OID05136,8.72047369196203,133.78421011046936,4.0,47.0,0.7659017891270214,,0.5528086965229269,
KLB_OID05137,80.52082864170859,912.064287864082,4.0,47.0,1.0373388686840779,,0.39802231579937825,
CDH17_OID05138,114.00038473152631,1072.9164941830654,4.0,47.0,1.2484704334938506,,0.30356744580187145,
GPNMB_OID05139,6.133785360730133,126.14420759242026,4.0,47.0,0.571345917217603,,0.6847125038032205,
BST2_OID05140,111.55791901811246,1060.9796472211906,4.0,47.0,1.2354671947722553,,0.3087623422703567,
PTPN1_OID05141,0.7757955150952884,224.08167437250995,4.0,47.0,0.0406797982382799,,0.9967457408052763,
SRP14_OID05142,2.8484902074706224,36.27381666939134,4.0,47.0,0.9226974994892762,,0.4587767583212695,
ATP6V1F_OID05143,9.124887156880726,200.87204914762856,4.0,47.0,0.5337597965884758,,0.7115393024299681,
RBKS_OID05144,18.59344194135748,333.4912132489908,4.0,47.0,0.6551085429883107,,0.6262146422240318,
FKBP7_OID05146,48.63844653456446,461.71412660357703,4.0,47.0,1.2377826751482912,,0.3078315615055847,
ANXA10_OID05147,173.9119039330464,1002.3435934815571,4.0,47.0,2.038687017607894,,0.10419535972463721,
GSTP1_OID05148,14.086734359308053,206.3367828102833,4.0,47.0,0.802179458589584,,0.5299654623205731,
KIR2DL3_OID05149,13.769270652902343,537.5742480636601,4.0,47.0,0.30096108724397697,,0.8758445742507429,
RPS6KB1_OID05150,6.178243115526407,130.0752178500071,4.0,47.0,0.5580952145023167,,0.6941392292911883,
EREG_OID05151,9.910809195687982,924.7804316114199,4.0,47.0,0.1259239534798735,,0.9723663640885181,
CD302_OID05152,68.42110306558256,911.2874666743419,4.0,47.0,0.8822111467795423,,0.48186514380609546,
IMPA1_OID05153,30.216270831728522,638.1120911411433,4.0,47.0,0.5563931277934036,,0.6953527579558859,
CRIP2_OID05154,32.9232582024036,662.4340765086229,4.0,47.0,0.5839800481236366,,0.6757613982513673,
